Exp, Mean, Var, Tau, Temp, Mixtures, Test Acc, Val Acc, Sparse, CR
78, 57.254878843583896, 0.7153065263490955, 7.448525561565191e-05, 0, 8, 20.81, 20.03, 0.0, 3.5551762561537763
79, 0.0018105582430271226, 1.283507579041475, 7.448525561565191e-05, 0, 8, 9.8, 9.91, 100.0, 127.50739799730982
80, 0.0018105582430271226, 0.7153065263490955, 9.284818905068834e-07, 0, 8, 9.8, 9.91, 100.0, 127.50739799730982
81, 0.0018105582430271226, 0.7153065263490955, 7.448525561565191e-05, 0, 8, 9.8, 9.91, 100.0, 127.50739799730982
82, 0.0018105582430271226, 0.7153065263490955, 7.448525561565191e-05, 0, 14, 9.8, 9.91, 100.0, 114.50475116765985
83, 0.0018105582430271226, 0.7153065263490955, 7.448525561565191e-05, 0, 8, 9.8, 9.91, 100.0, 127.50739799730982
84, 0.0057254878843583795, 405.88073438596575, 0.00029361175402208234, 0, 8, 9.8, 9.91, 100.0, 127.50739799730982
85, 18.105582430271244, 405.88073438596575, 0.00029361175402208234, 0, 8, 9.8, 9.91, 100.0, 127.50739799730982
86, 0.0057254878843583795, 226.19978484463883, 0.00029361175402208234, 0, 8, 9.8, 9.91, 100.0, 127.50739799730982
87, 0.0057254878843583795, 405.88073438596575, 2.3554305984530715e-07, 0, 8, 9.8, 9.91, 100.0, 127.50739799730982
88, 0.0057254878843583795, 405.88073438596575, 0.00029361175402208234, 0, 8, 9.8, 9.91, 100.0, 127.50739799730982
89, 0.0057254878843583795, 405.88073438596575, 0.00029361175402208234, 0, 15, 9.8, 9.91, 100.0, 114.45559431177891
90, 0.0057254878843583795, 226.19978484463883, 2.3554305984530715e-07, 0, 15, 9.8, 9.91, 100.0, 114.45559431177891
91, 18.105582430271244, 405.88073438596575, 2.3554305984530715e-07, 0, 15, 9.8, 9.91, 100.0, 114.45559431177891
92, 18.105582430271244, 226.19978484463883, 0.00029361175402208234, 0, 15, 9.8, 9.91, 100.0, 114.45559431177891
93, 18.105582430271244, 226.19978484463883, 2.3554305984530715e-07, 0, 15, 9.8, 9.91, 100.0, 114.45559431177891
94, 18.105582430271244, 226.19978484463883, 2.3554305984530715e-07, 0, 8, 9.8, 9.91, 100.0, 127.50739799730982
95, 18.105582430271244, 226.19978484463883, 2.3554305984530715e-07, 0, 15, 9.8, 9.91, 100.0, 114.45559431177891
96, 0.0032196784442513784, 0.8956708445545833, 1.7742852308703055e-08, 0, 11, 85.71, 87.33, 0.0, 3.1995775659940624
97, 0.10181517217181825, 0.8956708445545833, 1.7742852308703055e-08, 0, 11, 91.83, 92.31, 0.0, 3.1995775659940624
98, 0.0032196784442513784, 5764.241761132214, 1.7742852308703055e-08, 0, 11, 83.27, 84.09, 0.0, 3.1995775659940624
99, 0.0032196784442513784, 0.8956708445545833, 0.00010673830759454255, 0, 11, 9.8, 9.91, 100.0, 114.65247540719238
